,id_offre,entreprise,type_contrat,localisation,modalites_de_tetetravail,url,duree_du_contrat,tag recruteur_reactif,titre_job,date_publication
269,34092740,PRISMA MEDIA,                             CDI                         ,Gennevilliers - 92,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/34092740.html,,,                         Rédacteur Bi-Média Télé Loisirs H/F                     ,                         12/04/2023                     
270,30379213,Cogedis,                             CDI                         ,La Roche-sur-Yon - 85,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/30379213.html,,,                         Conseiller Comptable H/F                     ,                                                                                       16/04/2023                     
271,31852079,ASI,                             CDI                         ,Lyon - 69,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/31852079.html,,,                         Référent Data Cloud & Big Data H/F                     ,                         23/04/2023                     
272,34597573,Externatic,                             CDI                         ,Lille - 59,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/34597573.html,,,                         Développeur Ruby - Angular Foodtech H/F                     ,                                                                                       25/04/2023                     
273,33185942,EY,                             CDI                         ,Nanterre - 92,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/33185942.html,,,                         Consultant Expérimenté & Manager en Data Science - Secteur Financier Fy24 H/F                     ,                         22/04/2023                     
274,34569213,ASI,                             CDI                         ,Nantes - 44,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/34569213.html,,,                         Azure Data Architect H/F                     ,                         24/04/2023                     
275,34563984,Anaveo,                             CDI                         ,Vendée - 85,,https://www.hellowork.com/fr-fr/emplois/34563984.html,,,                         Coordinateur de Travaux Courant Faible - Dpt 85 H/F                     ,                         24/04/2023                     
276,34563630,Anaveo,                             CDI                         ,Toulouse - 31,,https://www.hellowork.com/fr-fr/emplois/34563630.html,,,                         Coordinateur de Travaux Courant Faible - Dpt 31 H/F                     ,                                                                                       24/04/2023                     
277,34563457,Anaveo,                             CDI                         ,Var - 83,,https://www.hellowork.com/fr-fr/emplois/34563457.html,,,                         Coordinateur de Travaux Courant Faible - Dpt 83 H/F                     ,                         24/04/2023                     
278,34563226,Anaveo,                             CDI                         ,Grenoble - Chambéry,,https://www.hellowork.com/fr-fr/emplois/34563226.html,,,                         Coordinateur de Travaux Courant Faible - Dpt 73 - 38 H/F                     ,                         24/04/2023                     
279,34563118,Anaveo,                             CDI                         ,Ain - 01,,https://www.hellowork.com/fr-fr/emplois/34563118.html,,,                         Coordinateur de Travaux Courant Faible - Dpt 01 H/F                     ,                         24/04/2023                     
280,34563103,Anaveo,                             CDI                         ,Valence - 26,,https://www.hellowork.com/fr-fr/emplois/34563103.html,,,                         Coordinateur de Travaux Courant Faible - Dpt 26 H/F                     ,                         24/04/2023                     
281,34511513,Kaptys,                             CDI                         ,Rennes - 35,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/34511513.html,,,                         Développeur Full Stack Java Vuejs Client Final H/F                     ,                                                                                       21/04/2023                     
282,34511499,Kaptys,                             CDI                         ,Rennes - 35,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/34511499.html,,,                         Développeur Java Aws Editeur H/F                     ,                                                                                       21/04/2023                     
283,32570301,Cogedis,                             CDI                         ,Redon - 35,,https://www.hellowork.com/fr-fr/emplois/32570301.html,,,                         Conseiller Comptable Confirmé H/F                     ,                                                                                       09/04/2023                     
284,33915448,DenAvel,                             CDI                         ,Nantes - 44,,https://www.hellowork.com/fr-fr/emplois/33915448.html,,"
    
    Super recruteur
",                         Chef de Projet Data H/F                     ,                         07/04/2023                     
285,28128347,SNEF,                             CDI                         ,Nice - 06,,https://www.hellowork.com/fr-fr/emplois/28128347.html,,,                         Projeteur CFO - CFA Nice H/F                     ,                         20/04/2023                     
286,34425877,Seyos,                             CDI                         ,Paris 9e - 75,Télétravail complet,https://www.hellowork.com/fr-fr/emplois/34425877.html,,"
    
    Super recruteur
",                         Développeur Python H/F                     ,                                                                                       20/04/2023                     
287,31145674,Azura Group / Disma Interational,                             CDI                         ,Perpignan - 66,Télétravail occasionnel,https://www.hellowork.com/fr-fr/emplois/31145674.html,,,                         Ingénieur Data H/F                     ,                         05/04/2023                     
288,34226957,L'Industrie recrute,                             CDI                         ,Plouédern - 29,,https://www.hellowork.com/fr-fr/emplois/34226957.html,,,                         Ingenieur Mesures Physiques H/F                     ,                         15/04/2023                     
289,25997285,SNEF,                             CDI                         ,Maurepas - 78,,https://www.hellowork.com/fr-fr/emplois/25997285.html,,,                         Projeteur Instrumentation H/F                     ,                         23/04/2023                     
290,28417814,Lojelis,                             CDI                         ,Clermont-Ferrand - 63,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/28417814.html,,,                         ChefFe de Produit Logiciel Dédié à l'Analyse de l'Eau H/F                     ,                         26/04/2023                     
291,29968568,Cogedis,                             CDI                         ,Le Faouët - 56,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/29968568.html,,,                         Conseiller Comptable H/F                     ,                                                                                       06/04/2023                     
292,32577747,CEA,                             CDD                         ,Cadarache - 13,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/32577747.html,,,                         Ingénieur en Machine Learning & Data Science H/F                     ,                         09/04/2023                     
293,34554886,Temporis,                             CDI                         ,Villeneuve-d'Ascq - 59,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/34554886.html,,,                         Technicien - Technicienne d'Essais en Électronique H/F                     ,                         23/04/2023                     
294,31656401,Fortil,                             CDI                         ,Centre-Val de Loire,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/31656401.html,,,                         Ingénieur Développeur C C++ H/F                     ,                                                                                       18/04/2023                     
295,31989202,Fortil,                             CDI                         ,Centre-Val de Loire,,https://www.hellowork.com/fr-fr/emplois/31989202.html,,,                         Ingénieur Développement PHP - Centre Val de Loire H/F                     ,                                                                                       26/04/2023                     
296,30373565,Scutum,                             CDI                         ,Rixheim - 68,,https://www.hellowork.com/fr-fr/emplois/30373565.html,,"
    
    Super recruteur
",                         Technicien Systèmes Alarmes et Domotiques H/F                     ,                                                                                       16/04/2023                     
297,30373260,Scutum,                             CDI                         ,Marseille - 13,,https://www.hellowork.com/fr-fr/emplois/30373260.html,,"
    
    Super recruteur
",                         Technicien Systèmes Alarmes et Domotiques H/F                     ,                                                                                       16/04/2023                     
298,30373278,Scutum,                             CDI                         ,Alpes-de-Haute-Provence - 04,,https://www.hellowork.com/fr-fr/emplois/30373278.html,,"
    
    Super recruteur
",                         Technicien Systèmes Alarmes et Domotiques H/F                     ,                                                                                       16/04/2023                     
299,30367122,Scutum,                             CDI                         ,Île-de-France,,https://www.hellowork.com/fr-fr/emplois/30367122.html,,"
    
    Super recruteur
",                         Technicien Systèmes Alarmes et Domotiques H/F                     ,                                                                                       16/04/2023                     
300,30373570,Scutum,                             CDI                         ,Strasbourg - 67,,https://www.hellowork.com/fr-fr/emplois/30373570.html,,"
    
    Super recruteur
",                         Technicien Systèmes Alarmes et Domotiques H/F                     ,                                                                                       16/04/2023                     
301,34730861,Pellenc ST,                             CDI                         ,Pertuis - 84,Télétravail occasionnel,https://www.hellowork.com/fr-fr/emplois/34730861.html,,,                         Ingénieur d'Essais - Nouvelles Technologies H/F                     ,                         il y a 9 heures                     
302,33326165,KPMG,                             CDI                         ,France,Télétravail occasionnel,https://www.hellowork.com/fr-fr/emplois/33326165.html,,,                         Consultant Senior Audit IT - Conseil IT Toulouse H/F                     ,                                                                                       24/04/2023                     
303,32859842,KPMG,                             CDI                         ,Bordeaux - 33,Télétravail occasionnel,https://www.hellowork.com/fr-fr/emplois/32859842.html,,,                         Consultant Débutant Audit IT - Conseil IT - Bordeaux H/F                     ,                                                                                       14/04/2023                     
304,32859922,KPMG,                             CDI                         ,Marseille - 13,Télétravail occasionnel,https://www.hellowork.com/fr-fr/emplois/32859922.html,,,                         Consultant Débutant Audit IT - Conseil IT - Marseille H/F                     ,                                                                                       14/04/2023                     
305,32859948,KPMG,                             CDI                         ,Toulouse - 31,Télétravail occasionnel,https://www.hellowork.com/fr-fr/emplois/32859948.html,,,                         Consultant Débutant Audit IT - Conseil IT - Toulouse H/F                     ,                                                                                       14/04/2023                     
306,34601397,SNEF,                             CDI                         ,Béthune - 62,,https://www.hellowork.com/fr-fr/emplois/34601397.html,,,                         Electricien Industriel H/F                     ,                                                                                       25/04/2023                     
