,id_offre,entreprise,type_contrat,localisation,modalites_de_tetetravail,url,duree_du_contrat,tag recruteur_reactif,titre_job,date_publication
1039,32218358,CGI,CDI,Paris 1er - 75,Télétravail occasionnel,https://www.hellowork.com/fr-fr/emplois/32218358.html,,,                         Consultant Secteur Energie et Utilities H/F                     ,                         01/04/2023                     
1040,22653218,CGI,CDI,Toulouse - 31,Télétravail occasionnel,https://www.hellowork.com/fr-fr/emplois/22653218.html,,,                         Architecte Solutions - Plates-Formes Digitales de Relation Clients H/F                     ,                         31/03/2023                     
1041,27491818,CGI,CDI,Montpellier - 34,Télétravail occasionnel,https://www.hellowork.com/fr-fr/emplois/27491818.html,,,                         Ingénieur Data Science H/F                     ,                         30/03/2023                     
1042,32141549,CGI,CDI,Paris 1er - 75,Télétravail occasionnel,https://www.hellowork.com/fr-fr/emplois/32141549.html,,,                         Expert Data Scientist H/F                     ,                         30/03/2023                     
1043,27491831,CGI,CDI,Toulouse - 31,Télétravail occasionnel,https://www.hellowork.com/fr-fr/emplois/27491831.html,,,                         Ingénieur Data Science H/F                     ,                         30/03/2023                     
1044,22488573,EY,CDI,Paris - Nanterre,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/22488573.html,,,                         Consultants Stagiaires en Data & Analytics et Innovation - Secteur Financier H/F                     ,                         28/03/2023                     
1045,31189815,CGI,CDI,Paris 1er - 75,Télétravail occasionnel,https://www.hellowork.com/fr-fr/emplois/31189815.html,,,                         Consultant - Manager Data H/F                     ,                         06/04/2023                     
1046,29792622,CGI,CDI,Toulouse - 31,Télétravail occasionnel,https://www.hellowork.com/fr-fr/emplois/29792622.html,,,                         Manager Data H/F                     ,                         31/03/2023                     
1047,33591165,Atos,CDI,Angers - 49,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/33591165.html,,,                         Ingénieur Méthodes Test H/F                     ,                         30/03/2023                     
1048,32500830,BNP Paribas,CDI,Montreuil - 93,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/32500830.html,,,                         Cybersecurity Senior Manager H/F                     ,                         07/04/2023                     
1049,22568105,EY,CDI,Nanterre - 92,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/22568105.html,,,                         Manager Data Strategy H/F                     ,                         30/03/2023                     
1050,31190054,CGI,CDI,Paris 1er - 75,Télétravail occasionnel,https://www.hellowork.com/fr-fr/emplois/31190054.html,,,                         Consultant Chef de Projet Data H/F                     ,                         06/04/2023                     
1051,33405211,Free,CDI,Paris 8e - 75,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/33405211.html,,,                         Développeur Golang H/F                     ,                         il y a 22 heures                     
1052,32555019,Accenture France,CDI,Paris 1er - 75,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/32555019.html,,,                         Senior Manager Stratégie - Private Equity H/F                     ,                         08/04/2023                     
1053,33233746,EY,CDI,Paris - Nanterre,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/33233746.html,,,                         Consultant Junior en Data & Analytics pour le Secteur Financier H/F                     ,                         23/04/2023                     
1054,33490745,Groupe Covéa,CDI,Le Mans - 72,,https://www.hellowork.com/fr-fr/emplois/33490745.html,,,                         Chargé d'Études Statistiques - Actuarielles IARD - CDI H/F                     ,                         29/03/2023                     
1055,22488711,EY,CDI,Nanterre - 92,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/22488711.html,,,                         Manager - Senior Manager en Gestion des Risques des Si Paris H/F                     ,                         28/03/2023                     
1056,34091422,Atos,CDI,Bezons - 95,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/34091422.html,,,                         Directeur Général Tech Consulting France H/F                     ,                         12/04/2023                     
1057,32822593,BNP Paribas,CDI,Montreuil - 93,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/32822593.html,,,                         Tech Graduate Program - Securities Services IT IT Analyst Developer - Tech Lead - Architecte Technique - Chef de Projet H/F                     ,                         14/04/2023                     
1058,28482071,Liane RH,CDI,Loir-et-Cher - 41,,https://www.hellowork.com/fr-fr/emplois/28482071.html,,,                         Responsable d'Élevage Porcins H/F                     ,                         28/03/2023                     
1059,32822589,BNP Paribas,CDI,Montreuil - 93,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/32822589.html,,,                         Tech Graduate Program - Client Engagement & Protection IT Tech Lead H/F                     ,                         14/04/2023                     
1060,33816771,Valeo,CDI,Créteil - 94,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/33816771.html,,,                         Chercheur Machine Learning H/F                     ,                         05/04/2023                     
1061,32555002,Accenture France,CDI,Paris 1er - 75,Télétravail partiel,https://www.hellowork.com/fr-fr/emplois/32555002.html,,,                         Manager Stratégie - Private Equity H/F                     ,                         08/04/2023                     
1064,34365574,Free,CDI,Paris 1er - 75,,https://www.hellowork.com/fr-fr/emplois/34365574.html,,,                         Développeur Logiciel H/F                     ,                         19/04/2023                     
1065,34359338,Iliad,CDI,Paris 1er - 75,,https://www.hellowork.com/fr-fr/emplois/34359338.html,,,                         Développeur Logiciel H/F                     ,                         18/04/2023                     
1066,34359227,Jaguar Network / Free Pro,CDI,Toulouse - 31,,https://www.hellowork.com/fr-fr/emplois/34359227.html,,,                         Développeur Logiciel H/F                     ,                         18/04/2023                     
